DateTime,sum,mean,count,hour,minute
2011-12-13 18:30:00,4.982,0.24910000000000002,20,18,30
2011-12-13 19:00:00,5.008,0.2504,20,19,0
2011-12-13 19:30:00,6.1910001,0.309550005,20,19,30
2011-12-13 20:00:00,5.578,0.27890000000000004,20,20,0
2011-12-13 20:30:00,5.029,0.25145,20,20,30
2011-12-13 21:00:00,5.152,0.2576,20,21,0
2011-12-13 21:30:00,6.7909999,0.339549995,20,21,30
2011-12-13 22:00:00,5.236,0.2618,20,22,0
2011-12-13 22:30:00,5.3699999,0.268499995,20,22,30
2011-12-13 23:00:00,5.3439999,0.267199995,20,23,0
2011-12-13 23:30:00,3.992,0.1996,20,23,30
2011-12-14 00:00:00,3.44,0.172,20,0,0
2011-12-14 00:30:00,9.039,0.45194999999999996,20,0,30
2011-12-14 01:00:00,7.875,0.39375,20,1,0
2011-12-14 01:30:00,7.4320001,0.371600005,20,1,30
2011-12-14 02:00:00,6.9970001,0.349850005,20,2,0
2011-12-14 02:30:00,6.362,0.3181,20,2,30
2011-12-14 03:00:00,6.45,0.3225,20,3,0
2011-12-14 03:30:00,6.0570001,0.302850005,20,3,30
2011-12-14 04:00:00,4.511,0.22555,20,4,0
2011-12-14 04:30:00,4.4,0.22000000000000003,20,4,30
2011-12-14 05:00:00,2.717,0.13585,20,5,0
2011-12-14 05:30:00,2.856,0.14279999999999998,20,5,30
2011-12-14 06:00:00,3.3890000000000002,0.16945000000000002,20,6,0
2011-12-14 06:30:00,4.147,0.20735,20,6,30
2011-12-14 07:00:00,3.7560000000000002,0.18780000000000002,20,7,0
2011-12-14 07:30:00,3.503,0.17515,20,7,30
2011-12-14 08:00:00,4.418,0.2209,20,8,0
2011-12-14 08:30:00,5.296,0.26480000000000004,20,8,30
2011-12-14 09:00:00,5.472,0.2736,20,9,0
2011-12-14 09:30:00,5.724,0.2862,20,9,30
2011-12-14 10:00:00,3.961,0.19805,20,10,0
2011-12-14 10:30:00,4.493,0.22465000000000002,20,10,30
2011-12-14 11:00:00,5.222,0.2611,20,11,0
2011-12-14 11:30:00,5.125,0.25625,20,11,30
2011-12-14 12:00:00,5.416,0.27080000000000004,20,12,0
2011-12-14 12:30:00,4.682,0.23410000000000003,20,12,30
2011-12-14 13:00:00,4.743,0.23715000000000003,20,13,0
2011-12-14 13:30:00,6.0329999999999995,0.30165,20,13,30
2011-12-14 14:00:00,5.886,0.2943,20,14,0
2011-12-14 14:30:00,6.687,0.33435000000000004,20,14,30
2011-12-14 15:00:00,5.043,0.25215,20,15,0
2011-12-14 15:30:00,5.075,0.25375000000000003,20,15,30
2011-12-14 16:00:00,5.8250001,0.291250005,20,16,0
2011-12-14 16:30:00,7.2190001,0.36095000499999996,20,16,30
2011-12-14 17:00:00,6.054,0.3027,20,17,0
2011-12-14 17:30:00,6.139,0.30695,20,17,30
2011-12-14 18:00:00,6.553,0.32765,20,18,0
2011-12-14 18:30:00,8.3009999,0.41504999500000006,20,18,30
2011-12-14 19:00:00,7.6690000000000005,0.38345,20,19,0
2011-12-14 19:30:00,7.0,0.35,20,19,30
2011-12-14 20:00:00,6.3549999999999995,0.31775,20,20,0
2011-12-14 20:30:00,8.042000100000001,0.40210000500000004,20,20,30
2011-12-14 21:00:00,6.535,0.32675,20,21,0
2011-12-14 21:30:00,6.537,0.32685,20,21,30
2011-12-14 22:00:00,5.86,0.29300000000000004,20,22,0
2011-12-14 22:30:00,5.246,0.26230000000000003,20,22,30
2011-12-14 23:00:00,4.865,0.24325000000000002,20,23,0
2011-12-14 23:30:00,4.577,0.22885,20,23,30
2011-12-15 00:00:00,8.312,0.20779999999999998,40,0,0
2011-12-15 00:30:00,9.0750001,0.453750005,20,0,30
2011-12-15 01:00:00,8.544,0.4272,20,1,0
2011-12-15 01:30:00,7.4180002,0.37090001,20,1,30
2011-12-15 02:00:00,6.617,0.33085,20,2,0
2011-12-15 02:30:00,6.598,0.32989999999999997,20,2,30
2011-12-15 03:00:00,6.3790002,0.31895001,20,3,0
2011-12-15 03:30:00,5.3370001,0.266850005,20,3,30
2011-12-15 04:00:00,3.08,0.154,20,4,0
2011-12-15 04:30:00,4.12,0.20600000000000002,20,4,30
2011-12-15 05:00:00,2.986,0.14930000000000002,20,5,0
2011-12-15 05:30:00,3.4410000000000003,0.17205,20,5,30
2011-12-15 06:00:00,4.605,0.23025,20,6,0
2011-12-15 06:30:00,4.973,0.24864999999999998,20,6,30
2011-12-15 07:00:00,3.858,0.19290000000000002,20,7,0
2011-12-15 07:30:00,3.1870000000000003,0.15935000000000002,20,7,30
2011-12-15 08:00:00,4.834,0.24169999999999997,20,8,0
2011-12-15 08:30:00,5.239,0.26195,20,8,30
2011-12-15 09:00:00,5.309,0.26545,20,9,0
2011-12-15 09:30:00,4.205,0.21025,20,9,30
2011-12-15 10:00:00,4.779,0.23895,20,10,0
2011-12-15 10:30:00,4.204,0.2102,20,10,30
2011-12-15 11:00:00,4.585,0.22925,20,11,0
2011-12-15 11:30:00,5.644,0.2822,20,11,30
2011-12-15 12:00:00,5.325,0.26625,20,12,0
2011-12-15 12:30:00,5.197,0.25985,20,12,30
2011-12-15 13:00:00,4.728,0.2364,20,13,0
2011-12-15 13:30:00,6.58,0.329,20,13,30
2011-12-15 14:00:00,7.9829999,0.39914999500000004,20,14,0
2011-12-15 14:30:00,6.268,0.3134,20,14,30
2011-12-15 15:00:00,6.054,0.3027,20,15,0
2011-12-15 15:30:00,6.93,0.3465,20,15,30
2011-12-15 16:00:00,5.856,0.2928,20,16,0
2011-12-15 16:30:00,6.687,0.33435000000000004,20,16,30
2011-12-15 17:00:00,5.566,0.2783,20,17,0
2011-12-15 17:30:00,7.4130001,0.370650005,20,17,30
2011-12-15 18:00:00,7.167,0.35835,20,18,0
2011-12-15 18:30:00,8.1899999,0.409499995,20,18,30
2011-12-15 19:00:00,7.945,0.39725,20,19,0
2011-12-15 19:30:00,6.952999999999999,0.34764999999999996,20,19,30
2011-12-15 20:00:00,7.8070001,0.390350005,20,20,0
2011-12-15 20:30:00,7.5810001,0.37905000499999997,20,20,30
2011-12-15 21:00:00,5.594,0.2797,20,21,0
2011-12-15 21:30:00,5.191,0.25955,20,21,30
2011-12-15 22:00:00,5.023,0.25115,20,22,0
2011-12-15 22:30:00,4.9479999999999995,0.24739999999999998,20,22,30
2011-12-15 23:00:00,4.603,0.23015,20,23,0
2011-12-15 23:30:00,4.653,0.23264999999999997,20,23,30
2011-12-16 00:00:00,4.7540000000000004,0.23770000000000002,20,0,0
2011-12-16 00:30:00,10.159,0.50795,20,0,30
2011-12-16 01:00:00,7.29,0.3645,20,1,0
